Data;11 - Taxa de juros - Selic - % a.d.;Selic Anualizada
19/01/2022;0,034749; 0,0925 
20/01/2022;0,034749; 0,0925 
21/01/2022;0,034749; 0,0925 
24/01/2022;0,034749; 0,0925 
25/01/2022;0,034749; 0,0925 
26/01/2022;0,034749; 0,0925 
27/01/2022;0,034749; 0,0925 
28/01/2022;0,034749; 0,0925 
31/01/2022;0,034749; 0,0925 
01/02/2022;0,034749; 0,0925 
02/02/2022;0,034749; 0,0925 
03/02/2022;0,040168; 0,1075 
04/02/2022;0,040168; 0,1075 
07/02/2022;0,040168; 0,1075 
08/02/2022;0,040168; 0,1075 
09/02/2022;0,040168; 0,1075 
10/02/2022;0,040168; 0,1075 
11/02/2022;0,040168; 0,1075 
14/02/2022;0,040168; 0,1075 
15/02/2022;0,040168; 0,1075 
16/02/2022;0,040168; 0,1075 
17/02/2022;0,040168; 0,1075 
18/02/2022;0,040168; 0,1075 
21/02/2022;0,040168; 0,1075 
22/02/2022;0,040168; 0,1075 
23/02/2022;0,040168; 0,1075 
24/02/2022;0,040168; 0,1075 
25/02/2022;0,040168; 0,1075 
02/03/2022;0,040168; 0,1075 
03/03/2022;0,040168; 0,1075 
04/03/2022;0,040168; 0,1075 
07/03/2022;0,040168; 0,1075 
08/03/2022;0,040168; 0,1075 
09/03/2022;0,040168; 0,1075 
10/03/2022;0,040168; 0,1075 
11/03/2022;0,040168; 0,1075 
14/03/2022;0,040168; 0,1075 
15/03/2022;0,040168; 0,1075 
16/03/2022;0,040168; 0,1075 
17/03/2022;0,043739; 0,1175 
18/03/2022;0,043739; 0,1175 
21/03/2022;0,043739; 0,1175 
22/03/2022;0,043739; 0,1175 
23/03/2022;0,043739; 0,1175 
24/03/2022;0,043739; 0,1175 
25/03/2022;0,043739; 0,1175 
28/03/2022;0,043739; 0,1175 
29/03/2022;0,043739; 0,1175 
30/03/2022;0,043739; 0,1175 
31/03/2022;0,043739; 0,1175 
01/04/2022;0,043739; 0,1175 
04/04/2022;0,043739; 0,1175 
05/04/2022;0,043739; 0,1175 
06/04/2022;0,043739; 0,1175 
07/04/2022;0,043739; 0,1175 
08/04/2022;0,043739; 0,1175 
11/04/2022;0,043739; 0,1175 
12/04/2022;0,043739; 0,1175 
13/04/2022;0,043739; 0,1175 
14/04/2022;0,043739; 0,1175 
18/04/2022;0,043739; 0,1175 
19/04/2022;0,043739; 0,1175 
20/04/2022;0,043739; 0,1175 
22/04/2022;0,043739; 0,1175 
25/04/2022;0,043739; 0,1175 
26/04/2022;0,043739; 0,1175 
27/04/2022;0,043739; 0,1175 
28/04/2022;0,043739; 0,1175 
29/04/2022;0,043739; 0,1175 
02/05/2022;0,043739; 0,1175 
03/05/2022;0,043739; 0,1175 
04/05/2022;0,043739; 0,1175 
05/05/2022;0,047279; 0,1275 
06/05/2022;0,047279; 0,1275 
09/05/2022;0,047279; 0,1275 
10/05/2022;0,047279; 0,1275 
11/05/2022;0,047279; 0,1275 
12/05/2022;0,047279; 0,1275 
13/05/2022;0,047279; 0,1275 
16/05/2022;0,047279; 0,1275 
17/05/2022;0,047279; 0,1275 
18/05/2022;0,047279; 0,1275 
19/05/2022;0,047279; 0,1275 
20/05/2022;0,047279; 0,1275 
23/05/2022;0,047279; 0,1275 
24/05/2022;0,047279; 0,1275 
25/05/2022;0,047279; 0,1275 
26/05/2022;0,047279; 0,1275 
27/05/2022;0,047279; 0,1275 
30/05/2022;0,047279; 0,1275 
31/05/2022;0,047279; 0,1275 
01/06/2022;0,047279; 0,1275 
02/06/2022;0,047279; 0,1275 
03/06/2022;0,047279; 0,1275 
06/06/2022;0,047279; 0,1275 
07/06/2022;0,047279; 0,1275 
08/06/2022;0,047279; 0,1275 
09/06/2022;0,047279; 0,1275 
10/06/2022;0,047279; 0,1275 
13/06/2022;0,047279; 0,1275 
14/06/2022;0,047279; 0,1275 
15/06/2022;0,047279; 0,1275 
17/06/2022;0,049037; 0,1325 
20/06/2022;0,049037; 0,1325 
21/06/2022;0,049037; 0,1325 
22/06/2022;0,049037; 0,1325 
23/06/2022;0,049037; 0,1325 
24/06/2022;0,049037; 0,1325 
27/06/2022;0,049037; 0,1325 
28/06/2022;0,049037; 0,1325 
29/06/2022;0,049037; 0,1325 
30/06/2022;0,049037; 0,1325 
01/07/2022;0,049037; 0,1325 
04/07/2022;0,049037; 0,1325 
05/07/2022;0,049037; 0,1325 
06/07/2022;0,049037; 0,1325 
07/07/2022;0,049037; 0,1325 
08/07/2022;0,049037; 0,1325 
11/07/2022;0,049037; 0,1325 
12/07/2022;0,049037; 0,1325 
13/07/2022;0,049037; 0,1325 
14/07/2022;0,049037; 0,1325 
15/07/2022;0,049037; 0,1325 
18/07/2022;0,049037; 0,1325 
19/07/2022;0,049037; 0,1325 
20/07/2022;0,049037; 0,1325 
21/07/2022;0,049037; 0,1325 
22/07/2022;0,049037; 0,1325 
25/07/2022;0,049037; 0,1325 
26/07/2022;0,049037; 0,1325 
27/07/2022;0,049037; 0,1325 
28/07/2022;0,049037; 0,1325 
29/07/2022;0,049037; 0,1325 
01/08/2022;0,049037; 0,1325 
02/08/2022;0,049037; 0,1325 
03/08/2022;0,049037; 0,1325 
04/08/2022;0,050788; 0,1375 
05/08/2022;0,050788; 0,1375 
08/08/2022;0,050788; 0,1375 
09/08/2022;0,050788; 0,1375 
10/08/2022;0,050788; 0,1375 
11/08/2022;0,050788; 0,1375 
12/08/2022;0,050788; 0,1375 
15/08/2022;0,050788; 0,1375 
16/08/2022;0,050788; 0,1375 
17/08/2022;0,050788; 0,1375 
18/08/2022;0,050788; 0,1375 
19/08/2022;0,050788; 0,1375 
22/08/2022;0,050788; 0,1375 
23/08/2022;0,050788; 0,1375 
24/08/2022;0,050788; 0,1375 
25/08/2022;0,050788; 0,1375 
26/08/2022;0,050788; 0,1375 
29/08/2022;0,050788; 0,1375 
30/08/2022;0,050788; 0,1375 
31/08/2022;0,050788; 0,1375 
01/09/2022;0,050788; 0,1375 
02/09/2022;0,050788; 0,1375 
05/09/2022;0,050788; 0,1375 
06/09/2022;0,050788; 0,1375 
08/09/2022;0,050788; 0,1375 
09/09/2022;0,050788; 0,1375 
12/09/2022;0,050788; 0,1375 
13/09/2022;0,050788; 0,1375 
14/09/2022;0,050788; 0,1375 
15/09/2022;0,050788; 0,1375 
16/09/2022;0,050788; 0,1375 
19/09/2022;0,050788; 0,1375 
20/09/2022;0,050788; 0,1375 
21/09/2022;0,050788; 0,1375 
22/09/2022;0,050788; 0,1375 
23/09/2022;0,050788; 0,1375 
26/09/2022;0,050788; 0,1375 
27/09/2022;0,050788; 0,1375 
28/09/2022;0,050788; 0,1375 
29/09/2022;0,050788; 0,1375 
30/09/2022;0,050788; 0,1375 
03/10/2022;0,050788; 0,1375 
04/10/2022;0,050788; 0,1375 
05/10/2022;0,050788; 0,1375 
06/10/2022;0,050788; 0,1375 
07/10/2022;0,050788; 0,1375 
10/10/2022;0,050788; 0,1375 
11/10/2022;0,050788; 0,1375 
13/10/2022;0,050788; 0,1375 
14/10/2022;0,050788; 0,1375 
17/10/2022;0,050788; 0,1375 
18/10/2022;0,050788; 0,1375 
19/10/2022;0,050788; 0,1375 
20/10/2022;0,050788; 0,1375 
21/10/2022;0,050788; 0,1375 
24/10/2022;0,050788; 0,1375 
25/10/2022;0,050788; 0,1375 
26/10/2022;0,050788; 0,1375 
27/10/2022;0,050788; 0,1375 
28/10/2022;0,050788; 0,1375 
31/10/2022;0,050788; 0,1375 
01/11/2022;0,050788; 0,1375 
03/11/2022;0,050788; 0,1375 
04/11/2022;0,050788; 0,1375 
07/11/2022;0,050788; 0,1375 
08/11/2022;0,050788; 0,1375 
09/11/2022;0,050788; 0,1375 
10/11/2022;0,050788; 0,1375 
11/11/2022;0,050788; 0,1375 
14/11/2022;0,050788; 0,1375 
16/11/2022;0,050788; 0,1375 
17/11/2022;0,050788; 0,1375 
18/11/2022;0,050788; 0,1375 
21/11/2022;0,050788; 0,1375 
22/11/2022;0,050788; 0,1375 
23/11/2022;0,050788; 0,1375 
24/11/2022;0,050788; 0,1375 
25/11/2022;0,050788; 0,1375 
28/11/2022;0,050788; 0,1375 
29/11/2022;0,050788; 0,1375 
30/11/2022;0,050788; 0,1375 
01/12/2022;0,050788; 0,1375 
02/12/2022;0,050788; 0,1375 
05/12/2022;0,050788; 0,1375 
06/12/2022;0,050788; 0,1375 
07/12/2022;0,050788; 0,1375 
08/12/2022;0,050788; 0,1375 
09/12/2022;0,050788; 0,1375 
12/12/2022;0,050788; 0,1375 
13/12/2022;0,050788; 0,1375 
14/12/2022;0,050788; 0,1375 
15/12/2022;0,050788; 0,1375 
16/12/2022;0,050788; 0,1375 
19/12/2022;0,050788; 0,1375 
20/12/2022;0,050788; 0,1375 
21/12/2022;0,050788; 0,1375 
22/12/2022;0,050788; 0,1375 
23/12/2022;0,050788; 0,1375 
26/12/2022;0,050788; 0,1375 
27/12/2022;0,050788; 0,1375 
28/12/2022;0,050788; 0,1375 
29/12/2022;0,050788; 0,1375 
30/12/2022;0,050788; 0,1375 
02/01/2023;0,050788; 0,1375 
03/01/2023;0,050788; 0,1375 
04/01/2023;0,050788; 0,1375 
05/01/2023;0,050788; 0,1375 
06/01/2023;0,050788; 0,1375 
09/01/2023;0,050788; 0,1375 
10/01/2023;0,050788; 0,1375 
11/01/2023;0,050788; 0,1375 
12/01/2023;0,050788; 0,1375 
13/01/2023;0,050788; 0,1375 
16/01/2023;0,050788; 0,1375 
17/01/2023;0,050788; 0,1375 
18/01/2023;0,050788; 0,1375 
19/01/2023;0,050788; 0,1375 
20/01/2023;0,050788; 0,1375 
23/01/2023;0,050788; 0,1375 
24/01/2023;0,050788; 0,1375 
25/01/2023;0,050788; 0,1375 
26/01/2023;0,050788; 0,1375 
27/01/2023;0,050788; 0,1375 
30/01/2023;0,050788; 0,1375 
31/01/2023;0,050788; 0,1375 
01/02/2023;0,050788; 0,1375 
02/02/2023;0,050788; 0,1375 
03/02/2023;0,050788; 0,1375 
06/02/2023;0,050788; 0,1375 
07/02/2023;0,050788; 0,1375 
08/02/2023;0,050788; 0,1375 
09/02/2023;0,050788; 0,1375 
10/02/2023;0,050788; 0,1375 
13/02/2023;0,050788; 0,1375 
14/02/2023;0,050788; 0,1375 
15/02/2023;0,050788; 0,1375 
16/02/2023;0,050788; 0,1375 
17/02/2023;0,050788; 0,1375 
22/02/2023;0,050788; 0,1375 
23/02/2023;0,050788; 0,1375 
24/02/2023;0,050788; 0,1375 
27/02/2023;0,050788; 0,1375 
28/02/2023;0,050788; 0,1375 
01/03/2023;0,050788; 0,1375 
02/03/2023;0,050788; 0,1375 
03/03/2023;0,050788; 0,1375 
06/03/2023;0,050788; 0,1375 
07/03/2023;0,050788; 0,1375 
08/03/2023;0,050788; 0,1375 
09/03/2023;0,050788; 0,1375 
10/03/2023;0,050788; 0,1375 
13/03/2023;0,050788; 0,1375 
14/03/2023;0,050788; 0,1375 
15/03/2023;0,050788; 0,1375 
16/03/2023;0,050788; 0,1375 
17/03/2023;0,050788; 0,1375 
20/03/2023;0,050788; 0,1375 
21/03/2023;0,050788; 0,1375 
22/03/2023;0,050788; 0,1375 
23/03/2023;0,050788; 0,1375 
24/03/2023;0,050788; 0,1375 
27/03/2023;0,050788; 0,1375 
28/03/2023;0,050788; 0,1375 
29/03/2023;0,050788; 0,1375 
30/03/2023;0,050788; 0,1375 
31/03/2023;0,050788; 0,1375 
03/04/2023;0,050788; 0,1375 
04/04/2023;0,050788; 0,1375 
05/04/2023;0,050788; 0,1375 
06/04/2023;0,050788; 0,1375 
10/04/2023;0,050788; 0,1375 
11/04/2023;0,050788; 0,1375 
12/04/2023;0,050788; 0,1375 
13/04/2023;0,050788; 0,1375 
14/04/2023;0,050788; 0,1375 
17/04/2023;0,050788; 0,1375 
18/04/2023;0,050788; 0,1375 
19/04/2023;0,050788; 0,1375 
20/04/2023;0,050788; 0,1375 
24/04/2023;0,050788; 0,1375 
25/04/2023;0,050788; 0,1375 
26/04/2023;0,050788; 0,1375 
27/04/2023;0,050788; 0,1375 
28/04/2023;0,050788; 0,1375 
02/05/2023;0,050788; 0,1375 
03/05/2023;0,050788; 0,1375 
04/05/2023;0,050788; 0,1375 
05/05/2023;0,050788; 0,1375 
08/05/2023;0,050788; 0,1375 
09/05/2023;0,050788; 0,1375 
10/05/2023;0,050788; 0,1375 
11/05/2023;0,050788; 0,1375 
12/05/2023;0,050788; 0,1375 
15/05/2023;0,050788; 0,1375 
16/05/2023;0,050788; 0,1375 
17/05/2023;0,050788; 0,1375 
18/05/2023;0,050788; 0,1375 
19/05/2023;0,050788; 0,1375 
22/05/2023;0,050788; 0,1375 
23/05/2023;0,050788; 0,1375 
24/05/2023;0,050788; 0,1375 
25/05/2023;0,050788; 0,1375 
26/05/2023;0,050788; 0,1375 
29/05/2023;0,050788; 0,1375 
30/05/2023;0,050788; 0,1375 
31/05/2023;0,050788; 0,1375 
01/06/2023;0,050788; 0,1375 
02/06/2023;0,050788; 0,1375 
05/06/2023;0,050788; 0,1375 
06/06/2023;0,050788; 0,1375 
07/06/2023;0,050788; 0,1375 
09/06/2023;0,050788; 0,1375 
12/06/2023;0,050788; 0,1375 
13/06/2023;0,050788; 0,1375 
14/06/2023;0,050788; 0,1375 
15/06/2023;0,050788; 0,1375 
16/06/2023;0,050788; 0,1375 
19/06/2023;0,050788; 0,1375 
20/06/2023;0,050788; 0,1375 
21/06/2023;0,050788; 0,1375 
22/06/2023;0,050788; 0,1375 
23/06/2023;0,050788; 0,1375 
26/06/2023;0,050788; 0,1375 
27/06/2023;0,050788; 0,1375 
28/06/2023;0,050788; 0,1375 
29/06/2023;0,050788; 0,1375 
30/06/2023;0,050788; 0,1375 
03/07/2023;0,050788; 0,1375 
04/07/2023;0,050788; 0,1375 
05/07/2023;0,050788; 0,1375 
06/07/2023;0,050788; 0,1375 
07/07/2023;0,050788; 0,1375 
10/07/2023;0,050788; 0,1375 
11/07/2023;0,050788; 0,1375 
12/07/2023;0,050788; 0,1375 
13/07/2023;0,050788; 0,1375 
14/07/2023;0,050788; 0,1375 
17/07/2023;0,050788; 0,1375 
18/07/2023;0,050788; 0,1375 
19/07/2023;0,050788; 0,1375 
20/07/2023;0,050788; 0,1375 
21/07/2023;0,050788; 0,1375 
24/07/2023;0,050788; 0,1375 
25/07/2023;0,050788; 0,1375 
26/07/2023;0,050788; 0,1375 
27/07/2023;0,050788; 0,1375 
28/07/2023;0,050788; 0,1375 
31/07/2023;0,050788; 0,1375 
01/08/2023;0,050788; 0,1375 
02/08/2023;0,050788; 0,1375 
03/08/2023;0,049037; 0,1325 
04/08/2023;0,049037; 0,1325 
07/08/2023;0,049037; 0,1325 
08/08/2023;0,049037; 0,1325 
09/08/2023;0,049037; 0,1325 
10/08/2023;0,049037; 0,1325 
11/08/2023;0,049037; 0,1325 
14/08/2023;0,049037; 0,1325 
15/08/2023;0,049037; 0,1325 
16/08/2023;0,049037; 0,1325 
17/08/2023;0,049037; 0,1325 
18/08/2023;0,049037; 0,1325 
21/08/2023;0,049037; 0,1325 
22/08/2023;0,049037; 0,1325 
23/08/2023;0,049037; 0,1325 
24/08/2023;0,049037; 0,1325 
25/08/2023;0,049037; 0,1325 
28/08/2023;0,049037; 0,1325 
29/08/2023;0,049037; 0,1325 
30/08/2023;0,049037; 0,1325 
31/08/2023;0,049037; 0,1325 
01/09/2023;0,049037; 0,1325 
04/09/2023;0,049037; 0,1325 
05/09/2023;0,049037; 0,1325 
06/09/2023;0,049037; 0,1325 
08/09/2023;0,049037; 0,1325 
11/09/2023;0,049037; 0,1325 
12/09/2023;0,049037; 0,1325 
13/09/2023;0,049037; 0,1325 
14/09/2023;0,049037; 0,1325 
15/09/2023;0,049037; 0,1325 
18/09/2023;0,049037; 0,1325 
19/09/2023;0,049037; 0,1325 
20/09/2023;0,049037; 0,1325 
21/09/2023;0,047279; 0,1275 
22/09/2023;0,047279; 0,1275 
25/09/2023;0,047279; 0,1275 
26/09/2023;0,047279; 0,1275 
27/09/2023;0,047279; 0,1275 
28/09/2023;0,047279; 0,1275 
29/09/2023;0,047279; 0,1275 
02/10/2023;0,047279; 0,1275 
03/10/2023;0,047279; 0,1275 
04/10/2023;0,047279; 0,1275 
05/10/2023;0,047279; 0,1275 
06/10/2023;0,047279; 0,1275 
09/10/2023;0,047279; 0,1275 
10/10/2023;0,047279; 0,1275 
11/10/2023;0,047279; 0,1275 
13/10/2023;0,047279; 0,1275 
16/10/2023;0,047279; 0,1275 
17/10/2023;0,047279; 0,1275 
18/10/2023;0,047279; 0,1275 
19/10/2023;0,047279; 0,1275 
20/10/2023;0,047279; 0,1275 
23/10/2023;0,047279; 0,1275 
24/10/2023;0,047279; 0,1275 
25/10/2023;0,047279; 0,1275 
26/10/2023;0,047279; 0,1275 
27/10/2023;0,047279; 0,1275 
30/10/2023;0,047279; 0,1275 
31/10/2023;0,047279; 0,1275 
01/11/2023;0,047279; 0,1275 
03/11/2023;0,045513; 0,1225 
06/11/2023;0,045513; 0,1225 
07/11/2023;0,045513; 0,1225 
08/11/2023;0,045513; 0,1225 
09/11/2023;0,045513; 0,1225 
10/11/2023;0,045513; 0,1225 
13/11/2023;0,045513; 0,1225 
14/11/2023;0,045513; 0,1225 
16/11/2023;0,045513; 0,1225 
17/11/2023;0,045513; 0,1225 
20/11/2023;0,045513; 0,1225 
21/11/2023;0,045513; 0,1225 
22/11/2023;0,045513; 0,1225 
23/11/2023;0,045513; 0,1225 
24/11/2023;0,045513; 0,1225 
27/11/2023;0,045513; 0,1225 
28/11/2023;0,045513; 0,1225 
29/11/2023;0,045513; 0,1225 
30/11/2023;0,045513; 0,1225 
01/12/2023;0,045513; 0,1225 
04/12/2023;0,045513; 0,1225 
05/12/2023;0,045513; 0,1225 
06/12/2023;0,045513; 0,1225 
07/12/2023;0,045513; 0,1225 
08/12/2023;0,045513; 0,1225 
11/12/2023;0,045513; 0,1225 
12/12/2023;0,045513; 0,1225 
13/12/2023;0,045513; 0,1225 
14/12/2023;0,043739; 0,1175 
15/12/2023;0,043739; 0,1175 
18/12/2023;0,043739; 0,1175 
19/12/2023;0,043739; 0,1175 
20/12/2023;0,043739; 0,1175 
21/12/2023;0,043739; 0,1175 
22/12/2023;0,043739; 0,1175 
26/12/2023;0,043739; 0,1175 
27/12/2023;0,043739; 0,1175 
28/12/2023;0,043739; 0,1175 
29/12/2023;0,043739; 0,1175 
02/01/2024;0,043739; 0,1175 
03/01/2024;0,043739; 0,1175 
04/01/2024;0,043739; 0,1175 
05/01/2024;0,043739; 0,1175 
08/01/2024;0,043739; 0,1175 
09/01/2024;0,043739; 0,1175 
10/01/2024;0,043739; 0,1175 
11/01/2024;0,043739; 0,1175 
12/01/2024;0,043739; 0,1175 
15/01/2024;0,043739; 0,1175 
16/01/2024;0,043739; 0,1175 
17/01/2024;0,043739; 0,1175 
18/01/2024;0,043739; 0,1175 
19/01/2024;0,043739; 0,1175 
22/01/2024;0,043739; 0,1175 
23/01/2024;0,043739; 0,1175 
24/01/2024;0,043739; 0,1175 
25/01/2024;0,043739; 0,1175 
26/01/2024;0,043739; 0,1175 
29/01/2024;0,043739; 0,1175 
30/01/2024;0,043739; 0,1175 
31/01/2024;0,043739; 0,1175 
01/02/2024;0,041957; 0,1125 
02/02/2024;0,041957; 0,1125 
05/02/2024;0,041957; 0,1125 
06/02/2024;0,041957; 0,1125 
07/02/2024;0,041957; 0,1125 
08/02/2024;0,041957; 0,1125 
09/02/2024;0,041957; 0,1125 
14/02/2024;0,041957; 0,1125 
15/02/2024;0,041957; 0,1125 
16/02/2024;0,041957; 0,1125 
19/02/2024;0,041957; 0,1125 
20/02/2024;0,041957; 0,1125 
21/02/2024;0,041957; 0,1125 
22/02/2024;0,041957; 0,1125 
23/02/2024;0,041957; 0,1125 
26/02/2024;0,041957; 0,1125 
27/02/2024;0,041957; 0,1125 
28/02/2024;0,041957; 0,1125 
29/02/2024;0,041957; 0,1125 
01/03/2024;0,041957; 0,1125 
04/03/2024;0,041957; 0,1125 
05/03/2024;0,041957; 0,1125 
06/03/2024;0,041957; 0,1125 
07/03/2024;0,041957; 0,1125 
08/03/2024;0,041957; 0,1125 
11/03/2024;0,041957; 0,1125 
12/03/2024;0,041957; 0,1125 
13/03/2024;0,041957; 0,1125 
14/03/2024;0,041957; 0,1125 
15/03/2024;0,041957; 0,1125 
18/03/2024;0,041957; 0,1125 
19/03/2024;0,041957; 0,1125 
20/03/2024;0,041957; 0,1125 
21/03/2024;0,040168; 0,1075 
22/03/2024;0,040168; 0,1075 
25/03/2024;0,040168; 0,1075 
26/03/2024;0,040168; 0,1075 
27/03/2024;0,040168; 0,1075 
28/03/2024;0,040168; 0,1075 
01/04/2024;0,040168; 0,1075 
02/04/2024;0,040168; 0,1075 
03/04/2024;0,040168; 0,1075 
04/04/2024;0,040168; 0,1075 
05/04/2024;0,040168; 0,1075 
08/04/2024;0,040168; 0,1075 
09/04/2024;0,040168; 0,1075 
10/04/2024;0,040168; 0,1075 
11/04/2024;0,040168; 0,1075 
12/04/2024;0,040168; 0,1075 
15/04/2024;0,040168; 0,1075 
16/04/2024;0,040168; 0,1075 
17/04/2024;0,040168; 0,1075 
18/04/2024;0,040168; 0,1075 
19/04/2024;0,040168; 0,1075 
22/04/2024;0,040168; 0,1075 
23/04/2024;0,040168; 0,1075 
24/04/2024;0,040168; 0,1075 
25/04/2024;0,040168; 0,1075 
26/04/2024;0,040168; 0,1075 
29/04/2024;0,040168; 0,1075 
30/04/2024;0,040168; 0,1075 
02/05/2024;0,040168; 0,1075 
03/05/2024;0,040168; 0,1075 
06/05/2024;0,040168; 0,1075 
07/05/2024;0,040168; 0,1075 
08/05/2024;0,040168; 0,1075 
09/05/2024;0,03927; 0,1050 
10/05/2024;0,03927; 0,1050 
13/05/2024;0,03927; 0,1050 
14/05/2024;0,03927; 0,1050 
15/05/2024;0,03927; 0,1050 
16/05/2024;0,03927; 0,1050 
17/05/2024;0,03927; 0,1050 
20/05/2024;0,03927; 0,1050 
21/05/2024;0,03927; 0,1050 
22/05/2024;0,03927; 0,1050 
23/05/2024;0,03927; 0,1050 
24/05/2024;0,03927; 0,1050 
27/05/2024;0,03927; 0,1050 
28/05/2024;0,03927; 0,1050 
29/05/2024;0,03927; 0,1050 
31/05/2024;0,03927; 0,1050 
03/06/2024;0,03927; 0,1050 
04/06/2024;0,03927; 0,1050 
05/06/2024;0,03927; 0,1050 
06/06/2024;0,03927; 0,1050 
07/06/2024;0,03927; 0,1050 
10/06/2024;0,03927; 0,1050 
11/06/2024;0,03927; 0,1050 
12/06/2024;0,03927; 0,1050 
13/06/2024;0,03927; 0,1050 
14/06/2024;0,03927; 0,1050 
17/06/2024;0,03927; 0,1050 
18/06/2024;0,03927; 0,1050 
19/06/2024;0,03927; 0,1050 
20/06/2024;0,03927; 0,1050 
21/06/2024;0,03927; 0,1050 
24/06/2024;0,03927; 0,1050 
25/06/2024;0,03927; 0,1050 
26/06/2024;0,03927; 0,1050 
27/06/2024;0,03927; 0,1050 
28/06/2024;0,03927; 0,1050 
01/07/2024;0,03927; 0,1050 
02/07/2024;0,03927; 0,1050 
03/07/2024;0,03927; 0,1050 
04/07/2024;0,03927; 0,1050 
05/07/2024;0,03927; 0,1050 
08/07/2024;0,03927; 0,1050 
09/07/2024;0,03927; 0,1050 
10/07/2024;0,03927; 0,1050 
11/07/2024;0,03927; 0,1050 
12/07/2024;0,03927; 0,1050 
15/07/2024;0,03927; 0,1050 
16/07/2024;0,03927; 0,1050 
17/07/2024;0,03927; 0,1050 
18/07/2024;0,03927; 0,1050 
19/07/2024;0,03927; 0,1050 
22/07/2024;0,03927; 0,1050 
23/07/2024;0,03927; 0,1050 
24/07/2024;0,03927; 0,1050 
25/07/2024;0,03927; 0,1050 
26/07/2024;0,03927; 0,1050 
29/07/2024;0,03927; 0,1050 
30/07/2024;0,03927; 0,1050 
31/07/2024;0,03927; 0,1050 
01/08/2024;0,03927; 0,1050 
02/08/2024;0,03927; 0,1050 
05/08/2024;0,03927; 0,1050 
06/08/2024;0,03927; 0,1050 
07/08/2024;0,03927; 0,1050 
08/08/2024;0,03927; 0,1050 
09/08/2024;0,03927; 0,1050 
12/08/2024;0,03927; 0,1050 
13/08/2024;0,03927; 0,1050 
14/08/2024;0,03927; 0,1050 
15/08/2024;0,03927; 0,1050 
16/08/2024;0,03927; 0,1050 
19/08/2024;0,03927; 0,1050 
20/08/2024;0,03927; 0,1050 
21/08/2024;0,03927; 0,1050 
22/08/2024;0,03927; 0,1050 
23/08/2024;0,03927; 0,1050 
26/08/2024;0,03927; 0,1050 
27/08/2024;0,03927; 0,1050 
28/08/2024;0,03927; 0,1050 
29/08/2024;0,03927; 0,1050 
30/08/2024;0,03927; 0,1050 
02/09/2024;0,03927; 0,1050 
03/09/2024;0,03927; 0,1050 
04/09/2024;0,03927; 0,1050 
05/09/2024;0,03927; 0,1050 
06/09/2024;0,03927; 0,1050 
09/09/2024;0,03927; 0,1050 
10/09/2024;0,03927; 0,1050 
11/09/2024;0,03927; 0,1050 
12/09/2024;0,03927; 0,1050 
13/09/2024;0,03927; 0,1050 
16/09/2024;0,03927; 0,1050 
17/09/2024;0,03927; 0,1050 
18/09/2024;0,03927; 0,1050 
19/09/2024;0,040168; 0,1075 
20/09/2024;0,040168; 0,1075 
23/09/2024;0,040168; 0,1075 
24/09/2024;0,040168; 0,1075 
25/09/2024;0,040168; 0,1075 
26/09/2024;0,040168; 0,1075 
27/09/2024;0,040168; 0,1075 
30/09/2024;0,040168; 0,1075 
01/10/2024;0,040168; 0,1075 
02/10/2024;0,040168; 0,1075 
03/10/2024;0,040168; 0,1075 
04/10/2024;0,040168; 0,1075 
07/10/2024;0,040168; 0,1075 
08/10/2024;0,040168; 0,1075 
09/10/2024;0,040168; 0,1075 
10/10/2024;0,040168; 0,1075 
11/10/2024;0,040168; 0,1075 
14/10/2024;0,040168; 0,1075 
15/10/2024;0,040168; 0,1075 
16/10/2024;0,040168; 0,1075 
17/10/2024;0,040168; 0,1075 
18/10/2024;0,040168; 0,1075 
21/10/2024;0,040168; 0,1075 
22/10/2024;0,040168; 0,1075 
23/10/2024;0,040168; 0,1075 
24/10/2024;0,040168; 0,1075 
25/10/2024;0,040168; 0,1075 
28/10/2024;0,040168; 0,1075 
29/10/2024;0,040168; 0,1075 
30/10/2024;0,040168; 0,1075 
31/10/2024;0,040168; 0,1075 
01/11/2024;0,040168; 0,1075 
04/11/2024;0,040168; 0,1075 
05/11/2024;0,040168; 0,1075 
06/11/2024;0,040168; 0,1075 
07/11/2024;0,041957; 0,1125 
08/11/2024;0,041957; 0,1125 
11/11/2024;0,041957; 0,1125 
12/11/2024;0,041957; 0,1125 
13/11/2024;0,041957; 0,1125 
14/11/2024;0,041957; 0,1125 
18/11/2024;0,041957; 0,1125 
19/11/2024;0,041957; 0,1125 
21/11/2024;0,041957; 0,1125 
22/11/2024;0,041957; 0,1125 
25/11/2024;0,041957; 0,1125 
26/11/2024;0,041957; 0,1125 
27/11/2024;0,041957; 0,1125 
28/11/2024;0,041957; 0,1125 
29/11/2024;0,041957; 0,1125 
02/12/2024;0,041957; 0,1125 
03/12/2024;0,041957; 0,1125 
04/12/2024;0,041957; 0,1125 
05/12/2024;0,041957; 0,1125 
06/12/2024;0,041957; 0,1125 
09/12/2024;0,041957; 0,1125 
10/12/2024;0,041957; 0,1125 
11/12/2024;0,041957; 0,1125 
12/12/2024;0,045513; 0,1225 
13/12/2024;0,045513; 0,1225 
16/12/2024;0,045513; 0,1225 
17/12/2024;0,045513; 0,1225 
18/12/2024;0,045513; 0,1225 
19/12/2024;0,045513; 0,1225 
20/12/2024;0,045513; 0,1225 
