,Date,Close PETR4,Volume PETR4,Close ITUB4,Volume ITUB4,Close VALE3,Volume VALE3,Close BBAS3,Volume BBAS3,Close BBSE3,Volume BBSE3,Close B3SA3,Volume B3SA3,Close SAPR11,Volume SAPR11,SELIC,IPCA,Cambio
0,2017-01-02,4.408222198486328,7525700,17.967449188232422,3415665,13.99431324005127,1118500,8.3905029296875,3936400,13.87110424041748,1035100,4.121327877044678,8419500,,,0.1375,0.053539544420169616,3.2723
1,2017-01-03,4.660808563232422,39947800,18.728361129760742,27736500,14.614173889160156,5658500,8.774380683898926,15157800,14.36471939086914,3355900,4.2909417152404785,43704600,,,0.1375,0.053539544420169616,3.2626
2,2017-01-04,4.660808563232422,37071700,18.808744430541992,14981175,14.35171127319336,2144400,8.728681564331055,8312600,14.818449974060059,6728900,4.371951580047607,28232400,,,0.1375,0.053539544420169616,3.2327
3,2017-01-05,4.735983848571777,47586300,19.065948486328125,24187680,14.89897632598877,4031600,8.707357406616211,10914200,14.519288063049316,3386300,4.318787574768066,35297700,,,0.1375,0.053539544420169616,3.2123
4,2017-01-06,4.708920478820801,25592000,19.1302547454834,15419415,14.502488136291504,4213500,8.801802635192871,7384800,14.294913291931152,1998400,4.316257953643799,37683300,,,0.1375,0.053539544420169616,3.2051
5,2017-01-09,4.609689712524414,25599000,19.22135353088379,17712915,14.798457145690918,3407800,8.469718933105469,30980400,14.619009017944336,1686500,4.316257953643799,39066900,,,0.1375,0.053539544420169616,3.2091
6,2017-01-10,4.654794692993164,26239900,19.157047271728516,12924945,15.93765926361084,3606500,8.585491180419922,10895200,14.73867416381836,1641500,4.397266387939453,34750200,,,0.1375,0.053539544420169616,3.1912
7,2017-01-11,4.708920478820801,34399300,19.194564819335938,12716055,16.267133712768555,3499900,8.676892280578613,11368400,14.314859390258789,2656600,4.417518138885498,27420600,,,0.1375,0.053539544420169616,3.2148
8,2017-01-12,4.781087875366211,49890300,19.682201385498047,23724690,16.792062759399414,5500500,8.896249771118164,18930200,14.160293579101562,4715400,4.533967971801758,66362400,,,0.13,0.053539544420169616,3.1655
9,2017-01-13,4.714934349060059,34450000,19.280302047729492,11493735,17.300233840942383,4424800,8.664706230163574,10998400,13.58690071105957,6444700,4.526374816894531,31941900,,,0.13,0.053539544420169616,3.2028
10,2017-01-16,4.735983848571777,20069600,19.29637336730957,6151035,17.76932144165039,2018500,8.670797348022461,6978000,13.4871826171875,3116300,4.4985270500183105,16093500,,,0.13,0.053539544420169616,3.2228
11,2017-01-17,4.75703239440918,28663300,19.816162109375,17174685,17.071277618408203,5968500,8.810943603515625,9938800,13.686620712280273,7700600,4.526374816894531,29481000,,,0.13,0.053539544420169616,3.2094
12,2017-01-18,4.748011112213135,24725200,19.660762786865234,13268640,17.931264877319336,14846300,8.737824440002441,8610600,13.591887474060059,3616700,4.493464469909668,31814400,,,0.13,0.053539544420169616,3.2205
13,2017-01-19,4.741997718811035,21677600,19.553592681884766,14273985,17.573867797851562,5303100,8.746963500976562,8048200,13.551997184753418,4677100,4.518778324127197,24911400,,,0.13,0.053539544420169616,3.2107
14,2017-01-20,4.8111572265625,34863500,19.612531661987305,17803500,17.92568016052246,6309700,8.9419527053833,19709400,13.626790046691895,5129000,4.612444877624512,36645600,,,0.13,0.053539544420169616,3.1912
15,2017-01-23,4.808150768280029,25139100,20.271644592285156,21547845,18.601383209228516,4369600,9.34715461730957,16268600,13.816259384155273,3178700,4.693453788757324,38201400,,,0.13,0.053539544420169616,3.1603
16,2017-01-24,4.823185443878174,49710600,20.223426818847656,18746145,19.059297561645508,5373900,9.17044734954834,16146400,13.641749382019043,3887600,4.584598541259766,154205700,,,0.13,0.053539544420169616,3.1643
17,2017-01-26,4.751018047332764,37391900,20.49671173095703,22617870,18.763324737548828,5274700,9.749316215515137,27061000,14.06057357788086,3512900,4.632699012756348,34284000,,,0.13,0.053539544420169616,3.1798
18,2017-01-27,4.696892738342285,23275300,20.3895320892334,15085785,18.819169998168945,3244000,9.563467979431152,10744400,14.34477424621582,4706000,4.650418758392334,18788100,,,0.13,0.053539544420169616,3.159
19,2017-01-30,4.4623494148254395,26779500,19.955482482910156,11518815,18.00944709777832,3136800,9.298408508300781,11303400,14.110434532165527,6123000,4.6048502922058105,20777100,,,0.13,0.053539544420169616,3.131
20,2017-01-31,4.516474723815918,30807200,19.955482482910156,18578835,17.970354080200195,4067300,9.478158950805664,11088600,13.91597843170166,2000000,4.680798053741455,24267900,,,0.13,0.053539544420169616,3.1264
21,2017-02-01,4.516474723815918,35977000,20.1672420501709,22670835,18.366840362548828,5928500,9.523859977722168,10845600,13.791329383850098,3434000,4.693453788757324,21488400,,,0.13,0.04758793351512036,3.1473
22,2017-02-02,4.477383136749268,39306700,20.1082763671875,23755050,18.238399505615234,4024400,9.435508728027344,12769600,13.856148719787598,2480400,4.695987224578857,14770200,,,0.13,0.04758793351512036,3.119
23,2017-02-03,4.612696170806885,40213400,20.526411056518555,23223420,17.093616485595703,6833500,9.411138534545898,16378600,13.77637004852295,3643400,4.7364912033081055,22788300,,,0.13,0.04758793351512036,3.1235
24,2017-02-06,4.498432159423828,29686500,20.376310348510742,14271180,16.708297729492188,3554600,9.17654037475586,12235200,13.975814819335938,2934500,4.723832130432129,18235200,,,0.13,0.04758793351512036,3.1173
25,2017-02-07,4.42025089263916,29163900,20.773012161254883,37414740,16.88699722290039,4297100,9.26185131072998,8444000,13.930936813354492,1947500,4.749147891998291,16380900,,,0.13,0.04758793351512036,3.1298
26,2017-02-08,4.540529727935791,58912900,21.3090877532959,31663995,17.082447052001953,3867100,9.359341621398926,8855200,13.711552619934082,6942800,4.769402027130127,31075200,,,0.13,0.04758793351512036,3.1248
27,2017-02-09,4.525494575500488,33910300,21.40558624267578,32738970,17.3560791015625,4011900,9.328875541687012,12547800,13.73149585723877,5403500,4.754211902618408,16882800,,,0.13,0.04758793351512036,3.1179
